# m3_primary_edge_ledger -- M3 PRIMARY CollecTRI signed-edge ledger v2 (SEAL CANDIDATE, TASK-028 Freeze B)
# AMENDMENT v2 per Vladimir DEC-M3-DUAL-EDGE. Supersedes v1 (which split ALL unresolved edges).
# ONE ROW PER ADMITTED PRIMARY EDGE (source-ledger order preserved).
#
# PRIMARY POLICY:
#   consensus_sign = +1 if consensus_stimulation and not consensus_inhibition;
#                    -1 if consensus_inhibition  and not consensus_stimulation;
#                    unresolved otherwise (neither, or both consensus flags set).
#   An edge with a RESOLVED consensus sign PARTICIPATES ONCE in primary signed scoring with
#   that sign -- this INCLUDES both-flagged edges that resolved to a single consensus sign.
#   Edges with an UNRESOLVED consensus sign are EXCLUDED from primary signed scoring; they are
#   NOT split into activation+repression and are NOT assigned an arbitrary sign.
#   primary_inclusion=Y iff resolved; primary_sign=consensus sign if included, blank if excluded.
#   exclusion_reason: 'none' if included; else the TRUE reason
#     ('unresolved-both-flagged' or 'unresolved-single-flag-no-consensus').
#
# WEIGHTING RULE:
#   VIPER/aREA mode-of-regulation (MoR) = consensus sign (+1 activation, -1 repression).
#   weight = CollecTRI CONSENSUS confidence = 1.0 when the primary sign is a consensus call
#   (consensus_stimulation for +1, consensus_inhibition for -1); 0.5 for a non-consensus curated
#   call. weight blank for excluded (primary_inclusion=N) edges. evidence_class = CollecTRI-curated.
#
# PRE-FROZEN SENSITIVITY SETS (membership recorded here; NOTHING is scored in this ledger):
#   S1 flag-split (s1_representation): every both-flagged edge (all 79) = TWO contributions
#     (activation +1 and repression -1), each with its own consensus-confidence weight ->
#     s1_representation='split-dual'. Non-both-flagged consensus edges enter once -> 'single'.
#   S2 conservative exclusion (s2_inclusion): ALL both-flagged edges EXCLUDED (s2_inclusion=N);
#     only single-flag consensus edges remain (s2_inclusion=Y).
#
# both_flagged = stimulation_flag AND inhibition_flag (raw CollecTRI is_stimulation/is_inhibition).
# consensus_resolved = both_flagged AND consensus_sign in {+1,-1}.
# Columns: TF	target	ensembl_id	stimulation_flag	inhibition_flag	consensus_sign	both_flagged	consensus_resolved	primary_inclusion	primary_sign	exclusion_reason	s1_representation	s2_inclusion	evidence_class	weight
TF	target	ensembl_id	stimulation_flag	inhibition_flag	consensus_sign	both_flagged	consensus_resolved	primary_inclusion	primary_sign	exclusion_reason	s1_representation	s2_inclusion	evidence_class	weight
WT1	DAPK1	ENSG00000196730	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	TBXA2R	ENSG00000006638	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	PRM1	ENSG00000175646	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
WT1	PAX2	ENSG00000075891	N	Y	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
WT1	AMER1	ENSG00000184675	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	WNT4	ENSG00000162552	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	CXXC5	ENSG00000171604	Y	Y	1	Y	Y	Y	1	none	split-dual	N	CollecTRI-curated	1.0
WT1	IRF8	ENSG00000140968	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	HTRA2	ENSG00000115317	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	SULF1	ENSG00000137573	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	SULF2	ENSG00000196562	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	IL10	ENSG00000136634	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	ALDH1A2	ENSG00000128918	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	MEN1	ENSG00000133895	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	KIRREL2	ENSG00000126259	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	USP18	ENSG00000184979	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	INHA	ENSG00000123999	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	CDH2	ENSG00000170558	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	TBX18	ENSG00000112837	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
WT1	GDNF	ENSG00000168621	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	ADAMTS16	ENSG00000145536	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
WT1	FASLG	ENSG00000117560	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	SALL2	ENSG00000165821	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	IGF1	ENSG00000017427	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	CSF1	ENSG00000184371	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
WT1	CCN3	ENSG00000136999	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
WT1	SLC10A4	ENSG00000145248	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	SDC1	ENSG00000115884	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	ATP7A	ENSG00000165240	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	CALCA	ENSG00000110680	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	CALCA	ENSG00000110680	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	GHRHR	ENSG00000106128	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	TFAP2A	ENSG00000137203	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
WT1	SLC31A1	ENSG00000136868	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	HOXA10	ENSG00000253293	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
WT1	CAMP	ENSG00000164047	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	ADGRE5	ENSG00000123146	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	CKM	ENSG00000104879	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	CX3CL1	ENSG00000006210	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	EREG	ENSG00000124882	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	HBEGF	ENSG00000113070	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	IL2RB	ENSG00000100385	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	ITGAX	ENSG00000140678	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	NR5A1	ENSG00000136931	Y	Y	1	Y	Y	Y	1	none	split-dual	N	CollecTRI-curated	1.0
WT1	TGFB2	ENSG00000092969	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	BAIAP3	ENSG00000007516	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	SIM1	ENSG00000112246	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	DNMT3L	ENSG00000142182	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	NES	ENSG00000132688	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	SNURF	ENSG00000273173	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	FASN	ENSG00000169710	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
WT1	ITGA4	ENSG00000115232	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	FGF8	ENSG00000107831	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
WT1	MDM2	ENSG00000135679	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL5	ENSG00000113525	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL4	ENSG00000113520	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CD38	ENSG00000004468	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	VCAM1	ENSG00000162692	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL13	ENSG00000169194	Y	Y	1	Y	Y	Y	1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	IFNG	ENSG00000111537	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	IL12RB1	ENSG00000096996	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL7R	ENSG00000168685	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	RAG1	ENSG00000166349	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	SPI1	ENSG00000066336	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	KLRC1	ENSG00000134545	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL1RL1	ENSG00000115602	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TH	ENSG00000180176	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	DBH	ENSG00000123454	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FUT7	ENSG00000180549	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	MUC1	ENSG00000185499	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CD80	ENSG00000121594	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GFI1B	ENSG00000165702	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
GATA3	CD28	ENSG00000178562	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CD5	ENSG00000110448	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	ESR1	ENSG00000091831	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ICOS	ENSG00000163600	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FOXP3	ENSG00000049768	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PPARG	ENSG00000132170	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL18R1	ENSG00000115604	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	CHST2	ENSG00000175040	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	DTX1	ENSG00000135144	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	STAT1	ENSG00000115415	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
GATA3	KLK1	ENSG00000167748	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TEK	ENSG00000120156	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	BMP2	ENSG00000125845	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ABCB1	ENSG00000085563	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	G6PC2	ENSG00000152254	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	INS	ENSG00000254647	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PTH	ENSG00000152266	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GCM2	ENSG00000124827	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
GATA3	FGF4	ENSG00000075388	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	NKX3-1	ENSG00000167034	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	MYCN	ENSG00000134323	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	MMP1	ENSG00000196611	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TOX	ENSG00000198846	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ERG	ENSG00000157554	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	DUSP16	ENSG00000111266	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FOXC1	ENSG00000054598	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	CHST4	ENSG00000140835	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	LYL1	ENSG00000104903	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TAL1	ENSG00000162367	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CTLA4	ENSG00000163599	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	LORICRIN	ENSG00000203782	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FGF10	ENSG00000070193	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	LMO1	ENSG00000166407	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	USP21	ENSG00000143258	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
GATA3	CCL27	ENSG00000213927	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ABCC3	ENSG00000108846	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	SLCO4C1	ENSG00000173930	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	NOTCH1	ENSG00000148400	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
GATA3	TNF	ENSG00000232810	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FOXA1	ENSG00000129514	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TRDV1	ENSG00000211804	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CYBB	ENSG00000165168	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	ALDH1A2	ENSG00000128918	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CFC1	ENSG00000136698	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CD40LG	ENSG00000102245	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	EPO	ENSG00000130427	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	APBA1	ENSG00000107282	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	RHOH	ENSG00000168421	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ABCC2	ENSG00000023839	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CTNNA2	ENSG00000066032	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	EDN1	ENSG00000078401	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	EGFR	ENSG00000146648	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	EPHA7	ENSG00000135333	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GRM7	ENSG00000196277	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	MYH3	ENSG00000109063	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	NRCAM	ENSG00000091129	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PDE3A	ENSG00000172572	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PDGFRL	ENSG00000104213	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	SNAPC1	ENSG00000023608	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	SST	ENSG00000157005	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TLR5	ENSG00000187554	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TPTE	ENSG00000274391	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	WASF1	ENSG00000112290	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CLIC3	ENSG00000169583	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	SLIT2	ENSG00000145147	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ARNT2	ENSG00000172379	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	UST	ENSG00000111962	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	RAPGEF3	ENSG00000079337	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ZNF507	ENSG00000168813	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PPIL2	ENSG00000100023	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	MYRIP	ENSG00000170011	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PDE7B	ENSG00000171408	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GPR162	ENSG00000250510	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	PACSIN1	ENSG00000124507	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GCNT4	ENSG00000176928	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TET2	ENSG00000168769	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	DNAJC17	ENSG00000104129	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GALNT10	ENSG00000164574	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	SLC24A3	ENSG00000185052	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	LRRC61	ENSG00000127399	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ZXDC	ENSG00000070476	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	SPEF2	ENSG00000152582	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FBXO11	ENSG00000138081	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	TMPRSS5	ENSG00000166682	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	NETO1	ENSG00000166342	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	LRMDA	ENSG00000148655	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	RTN4IP1	ENSG00000130347	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	BPIFB1	ENSG00000125999	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	LCN8	ENSG00000204001	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	XKR3	ENSG00000172967	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ST8SIA6	ENSG00000148488	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CDH1	ENSG00000039068	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CDH3	ENSG00000062038	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	CDX2	ENSG00000165556	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CXCL1	ENSG00000163739	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	EPOR	ENSG00000187266	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ERVW-1	ENSG00000242950	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	FOXC2	ENSG00000176692	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	HSD17B1	ENSG00000108786	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL10	ENSG00000136634	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL12RB2	ENSG00000081985	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	NFKB1	ENSG00000109320	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
GATA3	PAEP	ENSG00000122133	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	STAT4	ENSG00000138378	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	GNRHR	ENSG00000109163	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	RAG2	ENSG00000175097	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ACTR6	ENSG00000075089	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	BCAS3	ENSG00000141376	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CDH2	ENSG00000170558	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	GREB1	ENSG00000196208	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	NCOA3	ENSG00000124151	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	ZNF217	ENSG00000171940	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA3	GLS2	ENSG00000135423	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL3	ENSG00000164399	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	IL24	ENSG00000162892	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	CCR5	ENSG00000160791	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA3	ZBTB7B	ENSG00000160685	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	BHLHE41	ENSG00000123095	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	OPRM1	ENSG00000112038	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	BCL2L1	ENSG00000171552	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA3	RUNX3	ENSG00000020633	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	NOS3	ENSG00000164867	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	EPO	ENSG00000130427	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	EDN1	ENSG00000078401	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CYP19A1	ENSG00000137869	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	TSHB	ENSG00000134200	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	SPI1	ENSG00000066336	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA2	TAL1	ENSG00000162367	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
GATA2	ADH1A	ENSG00000187758	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	BMP4	ENSG00000125378	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	KIT	ENSG00000157404	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	PPARG	ENSG00000132170	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	CHST2	ENSG00000175040	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	GFI1B	ENSG00000165702	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	AZGP1	ENSG00000160862	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	CYP2C19	ENSG00000165841	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	GFI1	ENSG00000162676	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	EGFL7	ENSG00000172889	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	COP1	ENSG00000143207	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	PRKN	ENSG00000185345	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CGA	ENSG00000135346	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CDX2	ENSG00000165556	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	EMCN	ENSG00000164035	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	SNCA	ENSG00000145335	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CASP3	ENSG00000164305	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	ASAH2	ENSG00000188611	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
GATA2	ANGPT2	ENSG00000091879	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	IL1RL1	ENSG00000115602	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	GNRHR	ENSG00000109163	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
GATA2	ADCYAP1	ENSG00000141433	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
